Timestamp,Telemetry_Gap_ms,Mean_Gap_ms,Max_Gap_ms
2026-08-21T22:58:26.339515,0.370,0.370,0.370
2026-08-21T22:58:26.339796,0.343,0.357,0.370
2026-08-21T22:58:26.339975,0.198,0.304,0.370
2026-08-21T22:58:26.340134,0.162,0.268,0.370
2026-08-21T22:58:26.340285,0.151,0.245,0.370
2026-08-21T22:58:26.340432,0.149,0.229,0.370
2026-08-21T22:58:26.340583,0.150,0.217,0.370
2026-08-21T22:58:26.340743,0.159,0.210,0.370
2026-08-21T22:58:26.340893,0.152,0.204,0.370
2026-08-21T22:58:26.341038,0.146,0.198,0.370
2026-08-21T22:58:26.341179,0.141,0.193,0.370
2026-08-21T22:58:26.341316,0.137,0.188,0.370
2026-08-21T22:58:26.341460,0.144,0.185,0.370
2026-08-21T22:58:26.341602,0.141,0.182,0.370
2026-08-21T22:58:26.341814,0.207,0.183,0.370
2026-08-21T22:58:26.341977,0.167,0.182,0.370
2026-08-21T22:58:26.342154,0.176,0.182,0.370
2026-08-21T22:58:26.342305,0.152,0.180,0.370
2026-08-21T22:58:26.342447,0.143,0.178,0.370
2026-08-21T22:58:26.342600,0.153,0.177,0.370
2026-08-21T22:58:26.342748,0.148,0.176,0.370
2026-08-21T22:58:26.342891,0.143,0.174,0.370
2026-08-21T22:58:26.343027,0.137,0.173,0.370
2026-08-21T22:58:26.343164,0.137,0.171,0.370
2026-08-21T22:58:26.343299,0.135,0.170,0.370
2026-08-21T22:58:26.343434,0.135,0.168,0.370
2026-08-21T22:58:26.343568,0.134,0.167,0.370
2026-08-21T22:58:26.343714,0.144,0.166,0.370
2026-08-21T22:58:26.343855,0.142,0.165,0.370
2026-08-21T22:58:26.343990,0.136,0.164,0.370
2026-08-21T22:58:26.344123,0.133,0.163,0.370
2026-08-21T22:58:26.344256,0.132,0.162,0.370
2026-08-21T22:58:26.344390,0.135,0.162,0.370
2026-08-21T22:58:26.344524,0.134,0.161,0.370
2026-08-21T22:58:26.344707,0.176,0.161,0.370
2026-08-21T22:58:26.344862,0.160,0.161,0.370
2026-08-21T22:58:26.345032,0.168,0.161,0.370
2026-08-21T22:58:26.345177,0.147,0.161,0.370
2026-08-21T22:58:26.345313,0.138,0.160,0.370
2026-08-21T22:58:26.345459,0.145,0.160,0.370
2026-08-21T22:58:26.345616,0.149,0.160,0.370
2026-08-21T22:58:26.345805,0.185,0.160,0.370
2026-08-21T22:58:26.345969,0.172,0.161,0.370
2026-08-21T22:58:26.346110,0.146,0.160,0.370
2026-08-21T22:58:26.346244,0.135,0.160,0.370
2026-08-21T22:58:26.346381,0.137,0.159,0.370
2026-08-21T22:58:26.346515,0.134,0.159,0.370
2026-08-21T22:58:26.346648,0.134,0.158,0.370
2026-08-21T22:58:26.346809,0.155,0.158,0.370
2026-08-21T22:58:26.346962,0.153,0.158,0.370
2026-08-21T22:58:26.347154,0.184,0.158,0.370
2026-08-21T22:58:26.347333,0.180,0.159,0.370
2026-08-21T22:58:26.347483,0.160,0.159,0.370
2026-08-21T22:58:26.347623,0.142,0.159,0.370
2026-08-21T22:58:26.347818,0.190,0.159,0.370
2026-08-21T22:58:26.347974,0.160,0.159,0.370
2026-08-21T22:58:26.348134,0.165,0.159,0.370
2026-08-21T22:58:26.348247,0.118,0.159,0.370
2026-08-21T22:58:26.348349,0.103,0.158,0.370
2026-08-21T22:58:26.348458,0.109,0.157,0.370
2026-08-21T22:58:26.348559,0.101,0.156,0.370
2026-08-21T22:58:26.348667,0.100,0.155,0.370
2026-08-21T22:58:26.348772,0.112,0.154,0.370
2026-08-21T22:58:26.348873,0.102,0.153,0.370
2026-08-21T22:58:26.348971,0.099,0.153,0.370
2026-08-21T22:58:26.349071,0.100,0.152,0.370
2026-08-21T22:58:26.349173,0.101,0.151,0.370
2026-08-21T22:58:26.349274,0.100,0.150,0.370
2026-08-21T22:58:26.349374,0.101,0.150,0.370
2026-08-21T22:58:26.349475,0.101,0.149,0.370
2026-08-21T22:58:26.349574,0.099,0.148,0.370
2026-08-21T22:58:26.349679,0.098,0.148,0.370
2026-08-21T22:58:26.349785,0.112,0.147,0.370
2026-08-21T22:58:26.349883,0.099,0.146,0.370
2026-08-21T22:58:26.350007,0.122,0.146,0.370
2026-08-21T22:58:26.350115,0.108,0.146,0.370
2026-08-21T22:58:26.350234,0.117,0.145,0.370
2026-08-21T22:58:26.350337,0.105,0.145,0.370
2026-08-21T22:58:26.350437,0.100,0.144,0.370
2026-08-21T22:58:26.350542,0.105,0.144,0.370
2026-08-21T22:58:26.350639,0.098,0.143,0.370
2026-08-21T22:58:26.350748,0.108,0.143,0.370
2026-08-21T22:58:26.350848,0.101,0.142,0.370
2026-08-21T22:58:26.350945,0.098,0.142,0.370
2026-08-21T22:58:26.351040,0.095,0.141,0.370
2026-08-21T22:58:26.351139,0.098,0.141,0.370
2026-08-21T22:58:26.351236,0.097,0.140,0.370
2026-08-21T22:58:26.351334,0.098,0.140,0.370
2026-08-21T22:58:26.351455,0.119,0.139,0.370
2026-08-21T22:58:26.351553,0.100,0.139,0.370
2026-08-21T22:58:26.351647,0.093,0.138,0.370
2026-08-21T22:58:26.351758,0.108,0.138,0.370
2026-08-21T22:58:26.351859,0.102,0.138,0.370
2026-08-21T22:58:26.351954,0.097,0.137,0.370
2026-08-21T22:58:26.352073,0.116,0.137,0.370
