Timestamp,Telemetry_Gap_ms,Mean_Gap_ms,Max_Gap_ms
2026-08-21T23:27:03.192231,0.367,0.367,0.367
2026-08-21T23:27:03.192541,0.425,0.396,0.425
2026-08-21T23:27:03.192768,0.245,0.346,0.425
2026-08-21T23:27:03.192968,0.209,0.312,0.425
2026-08-21T23:27:03.193139,0.174,0.284,0.425
2026-08-21T23:27:03.193306,0.170,0.265,0.425
2026-08-21T23:27:03.193465,0.161,0.250,0.425
2026-08-21T23:27:03.193626,0.160,0.239,0.425
2026-08-21T23:27:03.193798,0.170,0.231,0.425
2026-08-21T23:27:03.193988,0.189,0.227,0.425
2026-08-21T23:27:03.194146,0.161,0.221,0.425
2026-08-21T23:27:03.194308,0.155,0.216,0.425
2026-08-21T23:27:03.194481,0.177,0.213,0.425
2026-08-21T23:27:03.194642,0.162,0.209,0.425
2026-08-21T23:27:03.194877,0.232,0.211,0.425
2026-08-21T23:27:03.195046,0.173,0.208,0.425
2026-08-21T23:27:03.195237,0.191,0.207,0.425
2026-08-21T23:27:03.195399,0.163,0.205,0.425
2026-08-21T23:27:03.195550,0.152,0.202,0.425
2026-08-21T23:27:03.195723,0.171,0.200,0.425
2026-08-21T23:27:03.195884,0.161,0.199,0.425
2026-08-21T23:27:03.196035,0.153,0.196,0.425
2026-08-21T23:27:03.196188,0.153,0.195,0.425
2026-08-21T23:27:03.196341,0.153,0.193,0.425
2026-08-21T23:27:03.196492,0.150,0.191,0.425
2026-08-21T23:27:03.196644,0.153,0.190,0.425
2026-08-21T23:27:03.196815,0.168,0.189,0.425
2026-08-21T23:27:03.196964,0.153,0.188,0.425
2026-08-21T23:27:03.197115,0.150,0.186,0.425
2026-08-21T23:27:03.197280,0.159,0.185,0.425
2026-08-21T23:27:03.197455,0.168,0.185,0.425
2026-08-21T23:27:03.197640,0.188,0.185,0.425
2026-08-21T23:27:03.197851,0.207,0.186,0.425
2026-08-21T23:27:03.198027,0.181,0.185,0.425
2026-08-21T23:27:03.198249,0.221,0.186,0.425
2026-08-21T23:27:03.198451,0.202,0.187,0.425
2026-08-21T23:27:03.198635,0.194,0.187,0.425
2026-08-21T23:27:03.198783,0.150,0.186,0.425
2026-08-21T23:27:03.198928,0.145,0.185,0.425
2026-08-21T23:27:03.199074,0.147,0.184,0.425
2026-08-21T23:27:03.199196,0.123,0.183,0.425
2026-08-21T23:27:03.199315,0.122,0.181,0.425
2026-08-21T23:27:03.199432,0.117,0.180,0.425
2026-08-21T23:27:03.199553,0.120,0.178,0.425
2026-08-21T23:27:03.199678,0.116,0.177,0.425
2026-08-21T23:27:03.199808,0.137,0.176,0.425
2026-08-21T23:27:03.199932,0.121,0.175,0.425
2026-08-21T23:27:03.200051,0.124,0.174,0.425
2026-08-21T23:27:03.200169,0.118,0.173,0.425
2026-08-21T23:27:03.200289,0.119,0.172,0.425
2026-08-21T23:27:03.200403,0.115,0.171,0.425
2026-08-21T23:27:03.200516,0.113,0.169,0.425
2026-08-21T23:27:03.200641,0.122,0.169,0.425
2026-08-21T23:27:03.200769,0.128,0.168,0.425
2026-08-21T23:27:03.200931,0.162,0.168,0.425
2026-08-21T23:27:03.201061,0.131,0.167,0.425
2026-08-21T23:27:03.201205,0.144,0.167,0.425
2026-08-21T23:27:03.201330,0.124,0.166,0.425
2026-08-21T23:27:03.201449,0.121,0.165,0.425
2026-08-21T23:27:03.201577,0.127,0.164,0.425
2026-08-21T23:27:03.201705,0.126,0.164,0.425
2026-08-21T23:27:03.201834,0.131,0.163,0.425
2026-08-21T23:27:03.201952,0.120,0.163,0.425
2026-08-21T23:27:03.202077,0.124,0.162,0.425
2026-08-21T23:27:03.202195,0.118,0.161,0.425
2026-08-21T23:27:03.202313,0.119,0.161,0.425
2026-08-21T23:27:03.202428,0.116,0.160,0.425
2026-08-21T23:27:03.202546,0.117,0.159,0.425
2026-08-21T23:27:03.202670,0.116,0.159,0.425
2026-08-21T23:27:03.202795,0.133,0.158,0.425
2026-08-21T23:27:03.202915,0.119,0.158,0.425
2026-08-21T23:27:03.203031,0.116,0.157,0.425
2026-08-21T23:27:03.203146,0.116,0.157,0.425
2026-08-21T23:27:03.203261,0.114,0.156,0.425
2026-08-21T23:27:03.203408,0.146,0.156,0.425
2026-08-21T23:27:03.203535,0.128,0.156,0.425
2026-08-21T23:27:03.203688,0.142,0.155,0.425
2026-08-21T23:27:03.203819,0.140,0.155,0.425
2026-08-21T23:27:03.203936,0.119,0.155,0.425
2026-08-21T23:27:03.204059,0.122,0.154,0.425
2026-08-21T23:27:03.204176,0.117,0.154,0.425
2026-08-21T23:27:03.204293,0.116,0.153,0.425
2026-08-21T23:27:03.204408,0.116,0.153,0.425
2026-08-21T23:27:03.204523,0.115,0.153,0.425
2026-08-21T23:27:03.204639,0.115,0.152,0.425
2026-08-21T23:27:03.204767,0.127,0.152,0.425
2026-08-21T23:27:03.204887,0.121,0.151,0.425
2026-08-21T23:27:03.205006,0.119,0.151,0.425
2026-08-21T23:27:03.205147,0.140,0.151,0.425
2026-08-21T23:27:03.205265,0.120,0.151,0.425
2026-08-21T23:27:03.205378,0.113,0.150,0.425
2026-08-21T23:27:03.205495,0.116,0.150,0.425
2026-08-21T23:27:03.205612,0.116,0.150,0.425
2026-08-21T23:27:03.205736,0.123,0.149,0.425
2026-08-21T23:27:03.205889,0.151,0.149,0.425
2026-08-21T23:27:03.206023,0.133,0.149,0.425
2026-08-21T23:27:03.206163,0.142,0.149,0.425
2026-08-21T23:27:03.206284,0.122,0.149,0.425
