Timestamp,Telemetry_Gap_ms,Telemetry_Mean_Gap_ms,Telemetry_Max_Gap_ms,Telemetry_Std_Gap_ms,Blockchain_TX_Latency_ms,TX_Count,Block_Number,Blockchain_Status,Altitude_m,Speed_mps,Heading_deg,Latitude,Longitude,Voltage_V,Current_A,Satellites
2026-08-24T05:52:45.935272,3.334,3.334,3.334,0.000,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-24T05:52:45.939543,4.233,3.783,4.233,0.636,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-24T05:52:45.939958,0.487,2.685,4.233,1.955,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-24T05:52:45.943453,3.490,2.886,4.233,1.647,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.000,0,24.3676164,88.6261914,0.000,0.000,0
2026-08-24T05:52:45.945844,2.419,2.792,4.233,1.441,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,0.000,0
2026-08-24T05:52:45.946141,0.318,2.380,4.233,1.638,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.946384,0.252,2.076,4.233,1.698,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.946622,0.229,1.845,4.233,1.702,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.946956,0.263,1.669,4.233,1.677,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.947340,0.407,1.543,4.233,1.631,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.949239,1.877,1.574,4.233,1.550,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.951982,2.760,1.672,4.233,1.517,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.952545,0.507,1.583,4.233,1.488,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.953593,1.103,1.549,4.233,1.436,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.953924,0.339,1.468,4.233,1.418,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,0
2026-08-24T05:52:45.954261,0.340,1.397,4.233,1.399,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.954538,0.287,1.332,4.233,1.381,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.954831,0.269,1.273,4.233,1.363,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.955119,0.299,1.222,4.233,1.343,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.955401,0.280,1.175,4.233,1.324,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.985621,30.210,2.557,30.210,6.466,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.985933,0.336,2.456,30.210,6.328,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.986182,0.255,2.361,30.210,6.200,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.987168,0.982,2.303,30.210,6.070,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.987420,0.252,2.221,30.210,5.956,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.987813,0.381,2.150,30.210,5.847,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.988064,0.262,2.080,30.210,5.745,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
2026-08-24T05:52:45.990572,2.500,2.095,30.210,5.638,0.000,0,0,WAITING FOR FIRST TX...,0.000,0.013,257,24.3676164,88.6261914,0.000,-0.010,7
