Timestamp,Telemetry_Gap_ms,Telemetry_Mean_Gap_ms,Telemetry_Max_Gap_ms,Telemetry_Std_Gap_ms,Blockchain_TX_Latency_ms,TX_Count,Block_Number,Blockchain_Status,Altitude_m,Speed_mps,Heading_deg,Latitude,Longitude,Voltage_V,Current_A,Satellites
2026-08-22T00:20:54.592916,8.565,8.565,8.565,0.000,18.029,1,367,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T00:20:54.593430,20.098,14.331,20.098,8.156,18.029,1,367,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T00:20:54.593748,0.353,9.672,20.098,9.919,18.029,1,367,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T00:20:54.594018,0.296,7.328,20.098,9.358,18.029,1,367,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T00:20:54.594270,0.247,5.912,20.098,8.701,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T00:20:54.594545,0.273,4.972,20.098,8.116,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.594863,0.297,4.304,20.098,7.616,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.595153,0.307,3.805,20.098,7.192,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.595418,0.256,3.410,20.098,6.830,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.595687,0.256,3.095,20.098,6.517,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.595998,0.324,2.843,20.098,6.238,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.596267,0.268,2.628,20.098,5.994,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.596546,0.280,2.448,20.098,5.776,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.596818,0.268,2.292,20.098,5.580,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.597080,0.264,2.157,20.098,5.402,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.597345,0.263,2.038,20.098,5.241,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.597602,0.257,1.934,20.098,5.092,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.597869,0.269,1.841,20.098,4.956,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T00:20:54.598128,0.257,1.758,20.098,4.830,18.029,1,367,OK,0.000,0.006,208,0.0000000,0.0000000,0.000,-0.010,0
