Timestamp,Telemetry_Gap_ms,Telemetry_Mean_Gap_ms,Telemetry_Max_Gap_ms,Telemetry_Std_Gap_ms,Blockchain_TX_Latency_ms,TX_Count,Block_Number,Blockchain_Status,Altitude_m,Speed_mps,Heading_deg,Latitude,Longitude,Voltage_V,Current_A,Satellites
2026-04-27T07:18:27.864127,3.234,3.234,3.234,0.000,18.483,1,350,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-04-27T07:18:27.864549,20.248,11.741,20.248,12.031,18.483,1,350,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-04-27T07:18:27.864796,0.295,7.926,20.248,10.772,18.483,1,350,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-04-27T07:18:27.865013,0.235,6.003,20.248,9.600,18.483,1,350,OK,0.000,0.000,0,24.3676474,88.6262087,0.000,0.000,0
2026-04-27T07:18:27.865228,0.200,4.843,20.248,8.709,18.483,1,350,OK,0.000,0.005,200,24.3676474,88.6262087,0.000,0.000,0
2026-04-27T07:18:27.865446,0.221,4.072,20.248,8.015,18.483,1,350,OK,0.000,0.005,200,24.3676474,88.6262087,0.000,-0.010,0
2026-04-27T07:18:27.865663,0.207,3.520,20.248,7.461,18.483,1,350,OK,0.000,0.005,200,24.3676474,88.6262087,0.000,-0.010,0
2026-04-27T07:18:27.865920,0.244,3.111,20.248,7.004,18.483,1,350,OK,0.000,0.005,200,24.3676474,88.6262087,0.000,-0.010,0
2026-04-27T07:18:27.866184,0.269,2.795,20.248,6.620,18.483,1,350,OK,0.000,0.005,200,24.3676474,88.6262087,0.000,-0.010,0
2026-04-27T07:18:27.866406,0.228,2.538,20.248,6.294,18.483,1,350,OK,0.000,0.005,200,24.3676474,88.6262087,0.000,-0.010,0
2026-04-27T07:18:27.866666,0.259,2.331,20.248,6.010,18.483,1,350,OK,0.000,0.005,200,24.3676474,88.6262087,0.000,-0.010,0
2026-04-27T07:18:27.866908,0.238,2.157,20.248,5.762,18.483,1,350,OK,0.000,0.005,200,24.3676474,88.6262087,0.000,-0.010,0
2026-04-27T07:18:27.867185,0.269,2.011,20.248,5.542,18.483,1,350,OK,0.000,0.005,200,24.3676474,88.6262087,0.000,-0.010,0
