Timestamp,Telemetry_Gap_ms,Telemetry_Mean_Gap_ms,Telemetry_Max_Gap_ms,Telemetry_Std_Gap_ms,Blockchain_TX_Latency_ms,TX_Count,Block_Number,Blockchain_Status,Altitude_m,Speed_mps,Heading_deg,Latitude,Longitude,Voltage_V,Current_A,Satellites
2026-08-22T01:07:54.445640,6.020,6.020,6.020,0.000,19.625,1,922,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T01:07:54.446106,21.528,13.774,21.528,10.966,19.625,1,922,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T01:07:54.446404,0.349,9.299,21.528,10.964,19.625,1,922,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T01:07:54.446643,0.257,7.038,21.528,10.028,19.625,1,922,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T01:07:54.446886,0.242,5.679,21.528,9.201,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,0.000,0
2026-08-22T01:07:54.447142,0.238,4.772,21.528,8.525,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.447397,0.262,4.128,21.528,7.966,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.447623,0.231,3.641,21.528,7.503,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.447861,0.236,3.262,21.528,7.110,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.448085,0.215,2.958,21.528,6.772,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.448374,0.274,2.714,21.528,6.475,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.448682,0.283,2.511,21.528,6.214,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.449049,0.356,2.345,21.528,5.979,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.449383,0.354,2.203,21.528,5.769,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.449688,0.298,2.076,21.528,5.581,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.449973,0.297,1.965,21.528,5.410,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.450231,0.261,1.865,21.528,5.254,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.450477,0.249,1.775,21.528,5.112,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.450747,0.246,1.694,21.528,4.980,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.451023,0.283,1.624,21.528,4.858,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.476642,25.605,2.766,25.605,7.057,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.476981,0.346,2.656,25.605,6.906,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.477260,0.289,2.553,25.605,6.765,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.477977,0.714,2.476,25.605,6.627,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.479698,1.710,2.446,25.605,6.490,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.481060,1.369,2.404,25.605,6.362,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.481325,0.270,2.325,25.605,6.252,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.481578,0.253,2.251,25.605,6.148,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
2026-08-22T01:07:54.481845,0.265,2.183,25.605,6.048,19.625,1,922,OK,0.000,0.005,208,0.0000000,0.0000000,0.000,-0.010,0
