Timestamp,Telemetry_Gap_ms,Telemetry_Mean_Gap_ms,Telemetry_Max_Gap_ms,Telemetry_Std_Gap_ms,Blockchain_TX_Latency_ms,Confirmation_Latency_ms,TX_Count,Block_Number,Blockchain_Status,Altitude_m,Speed_mps,Heading_deg,Latitude,Longitude,Voltage_V,Current_A,Satellites
2026-09-05T03:31:31.031489,10.182,10.182,10.182,0.000,15.515,0.000,1,0,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-09-05T03:31:31.033332,17.375,13.778,17.375,5.087,15.515,0.000,1,0,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-09-05T03:31:31.033637,0.348,9.301,17.375,8.548,15.515,0.000,1,0,OK,0.000,0.000,0,0.0000000,0.0000000,0.000,0.000,0
2026-09-05T03:31:31.034027,0.383,7.072,17.375,8.282,15.515,0.000,1,0,OK,0.000,0.000,0,24.3675979,88.6262111,0.000,0.000,0
2026-09-05T03:31:31.034328,0.306,5.719,17.375,7.785,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,0.000,0
2026-09-05T03:31:31.035353,1.016,4.935,17.375,7.223,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.035580,0.247,4.265,17.375,6.827,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.035810,0.226,3.760,17.375,6.480,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.036066,0.249,3.370,17.375,6.174,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.036289,0.234,3.057,17.375,5.904,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.036532,0.239,2.800,17.375,5.665,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.036775,0.238,2.587,17.375,5.452,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.037041,0.254,2.407,17.375,5.260,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.037291,0.240,2.253,17.375,5.087,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.037531,0.241,2.118,17.375,4.929,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,0
2026-09-05T03:31:31.037792,0.257,2.002,17.375,4.785,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.038042,0.250,1.899,17.375,4.652,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.038284,0.242,1.807,17.375,4.530,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.038528,0.244,1.725,17.375,4.417,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.038780,0.249,1.651,17.375,4.312,15.515,0.000,1,0,OK,0.000,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.039032,0.251,1.584,17.375,4.214,15.515,0.000,1,0,OK,1.485,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.039281,0.247,1.524,17.375,4.122,15.515,0.000,1,0,OK,1.485,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.066460,27.166,2.638,27.166,6.694,15.515,0.000,1,0,OK,1.485,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.066766,0.295,2.541,27.166,6.564,15.515,0.000,1,0,OK,1.485,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.067019,0.278,2.450,27.166,6.442,15.515,0.000,1,0,OK,1.485,0.215,147,24.3675979,88.6262111,0.000,-0.010,14
2026-09-05T03:31:31.069207,2.184,2.440,27.166,6.312,15.515,0.000,1,0,OK,1.485,0.215,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.069452,0.244,2.359,27.166,6.204,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.069702,0.241,2.283,27.166,6.101,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.069943,0.251,2.213,27.166,6.003,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.071372,1.425,2.187,27.166,5.900,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.071635,0.251,2.124,27.166,5.811,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.074435,2.797,2.145,27.166,5.718,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.074747,0.302,2.089,27.166,5.637,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.075019,0.283,2.036,27.166,5.560,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.076671,1.631,2.025,27.166,5.478,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.076946,0.282,1.976,27.166,5.407,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.077209,0.265,1.930,27.166,5.339,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.077480,0.269,1.886,27.166,5.273,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.078435,0.952,1.862,27.166,5.205,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.078712,0.269,1.823,27.166,5.144,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.078988,0.283,1.785,27.166,5.085,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.081063,2.072,1.792,27.166,5.023,15.515,0.000,1,0,OK,1.485,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.081376,0.299,1.757,27.166,4.968,15.515,0.000,1,0,OK,1.487,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.081682,0.306,1.724,27.166,4.915,15.515,0.000,1,0,OK,1.487,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.116824,35.077,2.465,35.077,6.952,15.515,0.000,1,0,OK,1.487,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.117219,0.455,2.422,35.077,6.880,15.515,0.000,1,0,OK,1.487,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.117518,0.313,2.377,35.077,6.812,15.515,0.000,1,0,OK,1.487,0.218,147,24.3675980,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.118397,0.876,2.346,35.077,6.743,15.515,0.000,1,0,OK,1.487,0.218,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.118697,0.292,2.304,35.077,6.679,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.122168,3.476,2.327,35.077,6.612,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.122462,0.296,2.129,35.077,6.520,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.122756,0.285,1.788,35.077,6.141,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.123047,0.302,1.787,35.077,6.141,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.123326,0.279,1.785,35.077,6.142,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.124487,1.156,1.802,35.077,6.139,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.124793,0.303,1.787,35.077,6.142,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.125115,0.328,1.789,35.077,6.141,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.125805,0.682,1.798,35.077,6.139,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.126093,0.296,1.799,35.077,6.139,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.129779,3.671,1.868,35.077,6.140,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.130107,0.322,1.869,35.077,6.140,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
2026-09-05T03:31:31.130442,0.348,1.872,35.077,6.139,15.515,0.000,1,0,OK,1.487,0.219,147,24.3675982,88.6262112,0.000,-0.010,14
