Timestamp,Telemetry_Gap_ms,Mean_Gap_ms,Max_Gap_ms
2026-08-14T00:52:17.566740,0.376,0.376,0.376
2026-08-14T00:52:17.567063,0.361,0.368,0.376
2026-08-14T00:52:17.567280,0.247,0.328,0.376
2026-08-14T00:52:17.567436,0.166,0.287,0.376
2026-08-14T00:52:17.567580,0.146,0.259,0.376
2026-08-14T00:52:17.567739,0.160,0.243,0.376
2026-08-14T00:52:17.567918,0.170,0.232,0.376
2026-08-14T00:52:17.568106,0.193,0.227,0.376
2026-08-14T00:52:17.568255,0.154,0.219,0.376
2026-08-14T00:52:17.568398,0.143,0.212,0.376
2026-08-14T00:52:17.568547,0.148,0.206,0.376
2026-08-14T00:52:17.568693,0.145,0.201,0.376
2026-08-14T00:52:17.568951,0.252,0.205,0.376
2026-08-14T00:52:17.569130,0.181,0.203,0.376
2026-08-14T00:52:17.569320,0.192,0.202,0.376
2026-08-14T00:52:17.569475,0.158,0.200,0.376
2026-08-14T00:52:17.569617,0.142,0.196,0.376
2026-08-14T00:52:17.569785,0.167,0.195,0.376
2026-08-14T00:52:17.569940,0.155,0.192,0.376
2026-08-14T00:52:17.570089,0.150,0.190,0.376
2026-08-14T00:52:17.570228,0.143,0.188,0.376
2026-08-14T00:52:17.570359,0.131,0.185,0.376
2026-08-14T00:52:17.570489,0.130,0.183,0.376
2026-08-14T00:52:17.570620,0.123,0.181,0.376
2026-08-14T00:52:17.570745,0.132,0.179,0.376
2026-08-14T00:52:17.570893,0.148,0.177,0.376
2026-08-14T00:52:17.571030,0.137,0.176,0.376
2026-08-14T00:52:17.571162,0.134,0.174,0.376
2026-08-14T00:52:17.571284,0.123,0.173,0.376
2026-08-14T00:52:17.571407,0.123,0.171,0.376
2026-08-14T00:52:17.571537,0.129,0.170,0.376
2026-08-14T00:52:17.571670,0.130,0.168,0.376
2026-08-14T00:52:17.571853,0.171,0.168,0.376
2026-08-14T00:52:17.572003,0.163,0.168,0.376
2026-08-14T00:52:17.572162,0.159,0.168,0.376
2026-08-14T00:52:17.572296,0.135,0.167,0.376
2026-08-14T00:52:17.572423,0.127,0.166,0.376
2026-08-14T00:52:17.572554,0.131,0.165,0.376
2026-08-14T00:52:17.572679,0.124,0.164,0.376
2026-08-14T00:52:17.572825,0.131,0.163,0.376
2026-08-14T00:52:17.572990,0.171,0.163,0.376
2026-08-14T00:52:17.573138,0.154,0.163,0.376
2026-08-14T00:52:17.573267,0.132,0.162,0.376
2026-08-14T00:52:17.573390,0.124,0.162,0.376
2026-08-14T00:52:17.573513,0.123,0.161,0.376
2026-08-14T00:52:17.573636,0.123,0.160,0.376
2026-08-14T00:52:17.573760,0.123,0.159,0.376
2026-08-14T00:52:17.573898,0.136,0.159,0.376
2026-08-14T00:52:17.574040,0.141,0.158,0.376
2026-08-14T00:52:17.574172,0.132,0.158,0.376
2026-08-14T00:52:17.574311,0.140,0.157,0.376
2026-08-14T00:52:17.574443,0.133,0.157,0.376
2026-08-14T00:52:17.574609,0.165,0.157,0.376
2026-08-14T00:52:17.574749,0.140,0.157,0.376
2026-08-14T00:52:17.574912,0.161,0.157,0.376
2026-08-14T00:52:17.575054,0.144,0.157,0.376
2026-08-14T00:52:17.575180,0.128,0.156,0.376
2026-08-14T00:52:17.575312,0.132,0.156,0.376
2026-08-14T00:52:17.575433,0.122,0.155,0.376
2026-08-14T00:52:17.575553,0.120,0.155,0.376
2026-08-14T00:52:17.575683,0.127,0.154,0.376
2026-08-14T00:52:17.575817,0.126,0.154,0.376
2026-08-14T00:52:17.575951,0.142,0.153,0.376
2026-08-14T00:52:17.576075,0.125,0.153,0.376
2026-08-14T00:52:17.576200,0.125,0.153,0.376
2026-08-14T00:52:17.576323,0.124,0.152,0.376
2026-08-14T00:52:17.576444,0.121,0.152,0.376
2026-08-14T00:52:17.576567,0.123,0.151,0.376
2026-08-14T00:52:17.576688,0.121,0.151,0.376
2026-08-14T00:52:17.576806,0.118,0.150,0.376
2026-08-14T00:52:17.576946,0.137,0.150,0.376
2026-08-14T00:52:17.577068,0.125,0.150,0.376
2026-08-14T00:52:17.577222,0.151,0.150,0.376
2026-08-14T00:52:17.577355,0.134,0.150,0.376
2026-08-14T00:52:17.577501,0.145,0.150,0.376
2026-08-14T00:52:17.577630,0.130,0.149,0.376
2026-08-14T00:52:17.577753,0.123,0.149,0.376
2026-08-14T00:52:17.577938,0.180,0.149,0.376
2026-08-14T00:52:17.578077,0.142,0.149,0.376
2026-08-14T00:52:17.578202,0.127,0.149,0.376
2026-08-14T00:52:17.578325,0.123,0.149,0.376
2026-08-14T00:52:17.578446,0.122,0.148,0.376
2026-08-14T00:52:17.578566,0.120,0.148,0.376
2026-08-14T00:52:17.578700,0.132,0.148,0.376
2026-08-14T00:52:17.578834,0.125,0.148,0.376
2026-08-14T00:52:17.578969,0.143,0.148,0.376
2026-08-14T00:52:17.579094,0.127,0.147,0.376
2026-08-14T00:52:17.579219,0.125,0.147,0.376
2026-08-14T00:52:17.579366,0.145,0.147,0.376
2026-08-14T00:52:17.579488,0.124,0.147,0.376
2026-08-14T00:52:17.579611,0.123,0.146,0.376
2026-08-14T00:52:17.579731,0.120,0.146,0.376
2026-08-14T00:52:17.579893,0.158,0.146,0.376
2026-08-14T00:52:17.580037,0.145,0.146,0.376
2026-08-14T00:52:17.580186,0.150,0.146,0.376
2026-08-14T00:52:17.580316,0.131,0.146,0.376
2026-08-14T00:52:17.580435,0.123,0.146,0.376
2026-08-14T00:52:17.580538,0.108,0.146,0.376
2026-08-14T00:52:17.580623,0.088,0.145,0.376
2026-08-14T00:52:17.580705,0.083,0.144,0.376
2026-08-14T00:52:17.580790,0.083,0.141,0.361
2026-08-14T00:52:17.580914,0.121,0.139,0.252
2026-08-14T00:52:17.581008,0.096,0.138,0.252
2026-08-14T00:52:17.581100,0.094,0.137,0.252
2026-08-14T00:52:17.581184,0.084,0.136,0.252
2026-08-14T00:52:17.581269,0.085,0.135,0.252
2026-08-14T00:52:17.581353,0.084,0.135,0.252
2026-08-14T00:52:17.581436,0.083,0.133,0.252
2026-08-14T00:52:17.581517,0.081,0.133,0.252
2026-08-14T00:52:17.581598,0.081,0.132,0.252
2026-08-14T00:52:17.581682,0.083,0.131,0.252
2026-08-14T00:52:17.581780,0.096,0.131,0.252
2026-08-14T00:52:17.581894,0.113,0.130,0.192
2026-08-14T00:52:17.581992,0.100,0.129,0.192
2026-08-14T00:52:17.582093,0.101,0.128,0.180
2026-08-14T00:52:17.582184,0.090,0.127,0.180
2026-08-14T00:52:17.582268,0.085,0.127,0.180
2026-08-14T00:52:17.582356,0.089,0.126,0.180
2026-08-14T00:52:17.582437,0.082,0.125,0.180
2026-08-14T00:52:17.582519,0.081,0.124,0.180
2026-08-14T00:52:17.582602,0.082,0.124,0.180
2026-08-14T00:52:17.582684,0.082,0.123,0.180
2026-08-14T00:52:17.582764,0.081,0.123,0.180
2026-08-14T00:52:17.582853,0.087,0.122,0.180
2026-08-14T00:52:17.582939,0.087,0.122,0.180
2026-08-14T00:52:17.583022,0.083,0.121,0.180
2026-08-14T00:52:17.583104,0.082,0.121,0.180
2026-08-14T00:52:17.583186,0.083,0.120,0.180
2026-08-14T00:52:17.583267,0.081,0.120,0.180
2026-08-14T00:52:17.583348,0.081,0.120,0.180
2026-08-14T00:52:17.583430,0.081,0.119,0.180
2026-08-14T00:52:17.583512,0.081,0.119,0.180
2026-08-14T00:52:17.583614,0.101,0.118,0.180
2026-08-14T00:52:17.583703,0.091,0.117,0.180
2026-08-14T00:52:17.583801,0.098,0.116,0.180
2026-08-14T00:52:17.583901,0.099,0.116,0.180
2026-08-14T00:52:17.583986,0.087,0.116,0.180
2026-08-14T00:52:17.584075,0.088,0.115,0.180
2026-08-14T00:52:17.584156,0.083,0.115,0.180
2026-08-14T00:52:17.584238,0.082,0.114,0.180
2026-08-14T00:52:17.584320,0.082,0.113,0.180
2026-08-14T00:52:17.584402,0.081,0.113,0.180
2026-08-14T00:52:17.584481,0.080,0.112,0.180
2026-08-14T00:52:17.584561,0.080,0.112,0.180
